,prompt,open_clip
164,"an anthropomorphic bipedal wombat, standing upright, star wars, jedi clothing, jedi costume, holding a bright blue light saber with hands, dramatic fighting pose, cool lighting, depth of field, 8 k realistic, wide shot, detailed spaceship background, trending on artstation ",a bear is holding a light saber in its mouth . 
165,"highly detailed minimalist digital art, man, facing back, heavy rain, led lights, fog, neon art on walls, cg society, artstation ",a man standing in front of a window in the dark . 
166,"lara croft walking through shallow water, hair tied and braided loosely, jungle gown, sunset, dramatic angle, hopeless, dynamic pose, dolhins jumping in the background, 8 k hdr pixiv dslr photo by makoto shinkai ilya kuvshinov and wojtek fus ",two women are running across a rocky area . 
167,"biological illustration of count orlok playing delta blues, by ernst haeckel, highly detailed geometry, 4 k ",a black and white drawing of a man playing a guitar . 
168,"the iron throne in kings landing from game of thrones by artist craig mullins,!! super detailed!!!! spectacular view!! trending on artstation ",an artistic painting of a castle on a cliff . 
169,"colour photograph of geert wilders shouting and attacking and wrecking a car with bat in amsterdam, fire, smoke, atmospheric lighting, by joel meyerowitz, by saul leiter ",two cars on fire in the middle of a street . 
170,star wars movie still mixed with brave heart by denis villeneuve tom anders zorn hans dragan bibin thoma greg rutkowski ismail inceoglu alphonse mucha blue color scheme ,a painting of two women and a man in a forest . 
171,art by ben vautier ,a painting of a red giraffe on a blue background . 
172,"god in the heaven by greg rutkowski and thomas kinkade, trending on artstation, 3 d render octane ",a painting of the sun setting over a grassy field . 
173,nauticaa of the valley of the wind. photorealistic ,a painting of a ship in the water . 
174,"ivory skin anya taylor - joy emma watson, symmetrical front view, long blond braided hair, white dress with golden embroideries, full body shot, mediterranean background, highly detailed, sharp focus, illustration, art by aleksi briclot, magali villeneuve, greg rutkowski, alphonse mucha ",a painting of a woman in a white dress . 
175,a photo of a snow owl! and grizzly bear hybrid! creature ,a brown and white bear standing in the snow . 
176,"a beautiful and highly detailed digital painting of a stone elven pyramid in a mystical forest, psychedelic patterns, celtic designs, intricate details, epic scale, hyperdetailed, hyperrealism, artstation, cgsociety, 8 k, sharp focus, by caspar friedrich, james gurney, zeen chin, brian froud, ",an artistic rendering of an alien landscape with pyramids and trees . 
177,"a girl is reading a massive green book under red blanket, warm light, matte painting, she is on the bridge of the nostromo from alien movie, ghost in the machine concept art, 3 d cell shading render, 8 k, hd, photoreal ",a woman in a red dress is reading a book . 
178,"winter, finnish snipers, ancient manuscript, 3 d art, digitial illustration, nordic pastel colors, perfect lightning ",a group of soldiers in the snow holding sticks . 
179,pork belly ramen foodporn ,a close up of a bowl of noodles and meat . 
180,"a cat with two horns on his head, photo taken by a nikon, sharp focus, highly detailed, 4 k ",a black and white cat is looking at the camera . 
181,"an anatomically correct human heart in the shape of an orchid flower, colored ",a drawing of an anatomical heart with a plant growing out of it . 
182,"portrait close - up of nicolas sarkozy, high quality, black eyes, octane render, natural texture, noir, photography, leica sl 2 3 5 mm b & w, detailed face, by antoine d'agata ",an older man with a frown on his face . 
183,"john cooper clarke in neon genesis evangelion, anime, extremely detailed, high quality, ",a black and white drawing of a man with long hair . 
184,"a teddy bear mixing chemicals, mad scientist, oil painting, fantasy concept art, trending on art station, stunning visuals, creative, cinematic, ultra detailed ",a brown teddy bear holding a pair of paintbrushes . 
185,"epic portrait, girl riding a large sabretooth tiger, lilia alvarado, sophie anderson, mark arian, bob byerley, charlie bowater, mark brooks, justin gerard, ross tran, wlop, william adolphe bouguereau ",a painting of a woman riding on the back of a tiger . 
186,"a wooden sculpture of the virgin mary, mahogany stain, beautiful face, praying hands, flowing robe, intricate details, photograph, sharp focus, depth of field, cinematic lighting, ",a wooden statue of a woman with her hands folded over her face . 
187,"detailed realistic beautiful gothic moon goddess face portrait by jean delville, gustave dore, iris van herpen and marco mazzoni, art forms of nature by ernst haeckel, art nouveau, symbolist, visionary, gothic, neo - gothic, pre - raphaelite, fractal lace, intricate alien botanicals, ai biodiversity, surreality, hyperdetailed ultrasharp octane render ",an abstract image of a person 's face in a black and white photo . 
188,eminem rapping in a car with friends ,a group of men sitting in the back of a car . 
189,"1 9 8 0 s synthwave liminal space, aquarium interior. cheap minimalist tv film set. nonsensical. ",a room that has a fish tank in it . 
190,"cute wintry mogwai yeti, art by artgerm and greg rutkowski and magali villeneuve, d & d, fantasy, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration ",an illustration of a big hairy monster with orange eyes . 
191,"a renaissance portrait of dwayne johnson and mr. bean, rowan atkinson, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",a painting of a man and a woman dressed as a man and a woman . 
192,"an alient bar serving exotic types of beer. neon lights, beautiful interior design. concept art by victor mosquera and petros afshar, kurzgesagt style. detailed colourful 2 d cartoon, luminescent, space horror. behance contest winner. ",three different stages in a neon light show . 
193,"whimsical japanese woodblock print of a blue cat with red nose, digital fine art, silly, by ohara koson and ohara shoson and utagawa and hokusai and studio ghibli. trending. award - winning. featured. ",two cats are sitting on the ground and one cat is laying down . 
194,julianne hough as an ethereal ghost rising from a lake ,a woman in a long white dress is dancing . 
195,"a metallic green tree frog made of jello, shiny, glowing eyes, octane render ",a close up of a green frog on a white surface . 
196,jesus christ urinating on a sheep ,there is a painting of jesus and the sheep . 
197,"methane molecule structure. detailed digital art by greg rutkowski, thomas kinkade, keith parkinson, artstation, cgsociety, 8 k, hd ",an image of a person standing in the middle of the ocean . 
198,"movie still of emma watson in the 1 0 0 ( tv series ), tribal face paint ",a woman with a tattoo on her arm . 
199,suburb french ,a large white building with a patio area in front of it . 
