,prompt,open_clip
159,"a larry glintter gill, a portrait painting of a man, who is down on his luck. ",an older man wearing a white button up shirt . 
160,"cute fluffy grey tabby emma watson and tan lop eared bunny rabbit hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a woman with long hair wearing a furry animal costume . 
161,bella thorne as an ethereal ghost rising from a lake by william dyce and dante gabriel rossetti and william morris and william waterhouse ,a woman in a white dress standing next to a body of water . 
162,"steampunk orphan annie, city character portrait, in the style of moebius, tom bagshaw, and waterhouse, cinematic lighting, oil painting, ",a painting of a woman with red hair . 
163,"detailed ultra - realistic graphic novel illustration of a dystopian church scene by edward hopper and gregory crewdson, cinematic, muted colors, cinematic fog, full shot, george adult, carel willink, mc escher, norman rockwell ",a man in a suit standing in front of a building . 
164,"glen coe, matte painting, contest winner, photorealistic, cinematic, terragen ",a view of a lake and mountains in the distance . 
165,"close up of a nostalgic cute laughing cat button, concept art, symmetrical, sticker vinyl decal, artgerm, trending on artstation ",a set of four white cat magnets on a pink wall . 
166,"portrait of a woman, by dirk dzimirsky ",an oil painting of a woman in a white dress . 
167,"medium shot, satanic ritual in a very old house with a chimney and small windows, goat, wood, horror, night, polaroid photo, vintage, neutral colors, by gregory crewdson, ",a room that has a clock on the wall in it . 
168,"are we all... heading... to our deaths? hyperrealistic anime illustration by iralki nadar, extremely detailed, intricate linework, super sharp focus, bright colors, octopath traveler, studio ghibli, unreal engine 5 highly rendered, global illumination, radiant light, detailed and intricate environment ",a group of people standing around in a room . 
169,"a indigo, ultramarine painting with different objects on it in blue and white by sam francis, behance, modern european ink painting, bioluminescence, dye - transfer, watercolor ",a painting of blue and white paint splashing . 
170,"the celestial realm of the goblin deities, outer plane, land of gods, dnd, by kathe kollwitz, titian vecellio, francisco pradilla ortiz ",a painting of a group of people in a cave . 
171,"biohazard portrait of gandalf bioshock, steampunk, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",a man with a beard holding a lantern and a cane . 
172,[ hooded figure possessing [ red eyes ]! ]! on [ the [ roof of japanese shingles ]!! staring down at the camera as the night darkens ]!! trending on artstation deviantart 3 2 k 1 6 k contest winner cgsociety hd dark gloomy eerie lighting oil painting by greg rutkowski ,a person with an umbrella standing in the rain . 
173,"man 5'6, stubble, brown messy hair, brown tired eyes, pale skin, fingerless black gloves and boots, white shirt blue jeans, octopath traveler ",a close - up of a person holding a knife . 
174,"a studio portrait of ninetails cultist of yog sothoth golden bangles arcane and ultrafine detailed painting, detailed painting, detailed glowing eyes!!, final fantasy lovecraft ghibly dark ominous atmosphere ",a drawing of a woman and a creature . 
175,"a portrait painting of princess leia carrie fisher hybrid oil painting, gentle expression, smiling, elegant clothing, scenic background, behance hd, by jeremy pitkin, alphonse mucha, greg rutkowski, tim hildebrandt, boris vallejo ",a painting of princess leia holding a gun . 
176,🚬🚬🚬🚬👩🏻🚬🚬🚬🚬. art by ruan jia ,a painting of a woman holding a knife in her hand . 
177,"a luxurious black and gold samurai helmet, close - up photo, by james christensen, vittorio matteo corcos, epic, tendring on artstation, fantasy, intricate details, highly detailed, 4 k. ",a close - up view of a golden mask . 
178,"portrait, female dwarf warrior, heavy bronze breastplate, intricate braided hair, very short chubby robust woman, by donato giancola, wayne reynolds, jeff easley dramatic light, high detail, cinematic lighting, artstation, dungeons and dragons, in the mountains ",a painting of a woman in a golden armor . 
179,"beautiful painting of a shisha with psychedelic smoke coming out of it, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ",an artistic painting of a woman standing on top of a mountain . 
180,"redhead bombshell anime girl wearing brown lolita dress, barett, red shoes, fishnet stockings au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",an anime girl with red hair is wearing a brown dress . 
181,"elegant portrait of an anthropomorphic red squirrel on a pine tree by norman rockwell and james audubon, realistic, cinema 4 d, unreal engine, aesthetically pleasing, super high quality art, epic lighting, cinematic perspective. ",a red and white squirrel climbing up a tree . 
182,"photoreal portrait very intricate! worker wearing a black hoody, white glossy class - a surfaces, glittering light leaks, electromagnetic waves, blue glowing aggressive led eyes, zbrush, greeble skin, octane render, colani design, cyberpunk, dystopia tokyo ",a woman with glowing eyes wearing a hooded sweatshirt . 
183,"1 2 aligned colourful icons of computers, digital art, trending on artstation opensea, studio quality, smooth render, unreal engine 5 rendered, blender, ",a bunch of different types of icons on a wall . 
184,"photoreal portrait intricate darkwar robomosquito wearing a dark hoody, apocalyptic scenario, intricate malfunctioning open circuits, glittering light leaks, electromagnetic waves, blue glowing aggressive led eyes, zbrush, rhino 3 d, greeble skin, octane render, industrial design, trending on artstation, cyberpunk, dystopia tokyo ",an image of a robot with a blue background . 
185,elon mush ,a couple of wooden bowls sitting on top of a dirt ground . 
186,"dancing robots, manuscript, chateau, nordic pastel colors, perfect lightning ",a bunch of toy robots that are on a wall . 
187,"portrait of goldfishes swarming the ocean. shadow and light. rays of light. energetic, dynamic, lively, detailed, intricate, complex. fine art by hayao miyazaki, akira toriyama, and makoto shinkai. ",a colorful underwater scene with a lot of fish . 
188,"idealistic portrait of a lovely cthulhu working in a blacksmith's forge, clear eyes, fair skin, beautiful hair, gloves, sweating, fantasy art, fire, 8 k digital art, unreal engine, far away, in the style of greg simkins and h. r. giger, ",an image of an evil looking creature in a factory . 
189,storm trooper power rangers ,a group of people dressed up like star wars stormtroopers . 
190,"woman in red dress, blue background, art style of risk of rain 2 ",a blurry picture of a person in a red shirt . 
191,"deep one chef in a kitchen, by josan gonzalez splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski ",a painting of a green frog with its mouth wide open . 
192,"a small bar in a city, decorated with sakura, caravaggio, watercolor fine art, multi - layer technique, orientalism, academicism, beautiful, highly detailed, color harmony, perfect composition, octane render, ornate, beautiful lighting, cg society, highly detailed, 5 k extremely detailed, 3 d. cinematic scene. sharp image, divine rule ",an artist 's rendering of a bar in a chinese restaurant . 
193,"realistic half - body portrait of an ethiopian amhara knight wearing an chestplate in a byzantine mosaic, very detailed, very realistic, elegant, top art, renowed artwork ",a painting of a man with a yellow shirt on . 
194,"blond beautiful boy xianxia hero 剑 网 3 standing on lotus pond, highly detailed, masterpiece, artstation, art by emika lightweaver and antoine collignon and akihiko yoshida ",a painting of a man with long white hair . 
195,"a portrait of girl ballerina in white dress, white lace headband, fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo. octopath traveler decal!!! ",a painting of a girl in a white dress . 
196,"a futuristic west african man, sci fi character portrait by greg rutkowski, craig mullins, donato giancola ",a painting of an african american man in armor . 
197,"photo of jungle whimsical fairy wonderland vibrant colors candyland wonderland by artgerm and greg rutkowski and magali villeneuv art beeple, by thomas kinkade hearstone league of legends dofus beatrix potter ",an image of an animated scene with a lot of trees . 
198,"[ grimes in medieval cyberpunk armor ]! holding a [ sword in her hand ]! looking out into the [ futuristic cyberpunk city ]!, digital art style, anime style, trending on [ artstation ], 4 k, cgsociety contest winner, award winning, neon! lighting, neon subsurface scattering!, intricate, full - body!, volumetric lighting! ",a woman in a black outfit holding a pair of swords . 
199,"lion with long flowing mane dressed in king robes with crown, detailed oil painting 4 k ",a painting of a lion 's head with a white mane . 
